epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,3503.51,1.16765,1.05431,1.28956,0.68436,0.64313,0.66732,0.40947,1.38687,1.29121,1.30829,0.0082279,0.0082279,0.0082279
181,3522.88,1.14421,1.04116,1.28688,0.62741,0.62406,0.64264,0.39747,1.37222,1.27541,1.30955,0.008218,0.008218,0.008218
182,3542.5,1.15982,1.05293,1.29268,0.5771,0.66322,0.63862,0.41003,1.35907,1.247,1.29925,0.0082081,0.0082081,0.0082081
183,3562.16,1.16752,1.02353,1.29826,0.59342,0.68118,0.64425,0.41219,1.34086,1.26127,1.29854,0.0081982,0.0081982,0.0081982
184,3581.17,1.15681,1.02607,1.30299,0.63552,0.6735,0.67263,0.42308,1.3332,1.24072,1.28827,0.0081883,0.0081883,0.0081883
185,3600.69,1.16549,1.04012,1.2829,0.62629,0.68378,0.66306,0.41823,1.34842,1.27637,1.28899,0.0081784,0.0081784,0.0081784
186,3620.23,1.14767,1.01538,1.27799,0.61776,0.68486,0.66711,0.41513,1.34477,1.293,1.29821,0.0081685,0.0081685,0.0081685
187,3639.35,1.14964,1.01528,1.28282,0.64194,0.67239,0.66535,0.41967,1.32826,1.28339,1.28586,0.0081586,0.0081586,0.0081586
188,3658.99,1.15099,1.03826,1.28826,0.63596,0.69597,0.66272,0.42166,1.33459,1.30392,1.28482,0.0081487,0.0081487,0.0081487
189,3678.9,1.14298,1.01234,1.28076,0.65504,0.68872,0.67696,0.42329,1.34413,1.26267,1.29832,0.0081388,0.0081388,0.0081388
190,3697.96,1.16215,1.01664,1.3013,0.62412,0.68752,0.6782,0.4155,1.34459,1.26632,1.29961,0.0081289,0.0081289,0.0081289
191,3717.44,1.1457,1.01202,1.28571,0.61608,0.68633,0.68462,0.41297,1.37607,1.28762,1.30724,0.008119,0.008119,0.008119
192,3736.6,1.13985,1.03762,1.27926,0.65067,0.67895,0.67962,0.42112,1.38736,1.27325,1.31198,0.0081091,0.0081091,0.0081091
193,3756.02,1.1498,1.01645,1.2798,0.66014,0.68907,0.68161,0.4135,1.39852,1.30174,1.32002,0.0080992,0.0080992,0.0080992
194,3775.66,1.14535,1.00949,1.29728,0.70716,0.65973,0.6836,0.41563,1.40386,1.30932,1.31386,0.0080893,0.0080893,0.0080893
195,3795.76,1.12621,1.03388,1.27146,0.62992,0.69007,0.67561,0.41555,1.39788,1.27111,1.31516,0.0080794,0.0080794,0.0080794
196,3815.12,1.13234,1.00389,1.27932,0.67448,0.67007,0.67627,0.4229,1.3857,1.27362,1.30186,0.0080695,0.0080695,0.0080695
197,3834.92,1.14762,1.00524,1.29127,0.68672,0.6783,0.68843,0.41682,1.3852,1.2791,1.31962,0.0080596,0.0080596,0.0080596
198,3854.5,1.1373,0.9848,1.28215,0.67216,0.671,0.69854,0.42352,1.38815,1.26157,1.32391,0.0080497,0.0080497,0.0080497
199,3874.28,1.11107,0.96394,1.265,0.65264,0.67388,0.6871,0.41868,1.3644,1.24671,1.31311,0.0080398,0.0080398,0.0080398
200,3893.84,1.14203,1.00213,1.27301,0.66075,0.65467,0.67529,0.4144,1.34994,1.25385,1.31639,0.0080299,0.0080299,0.0080299
201,3913.54,1.1179,1.02078,1.27845,0.68625,0.65999,0.69454,0.42547,1.34283,1.21418,1.30604,0.00802,0.00802,0.00802
202,3933.49,1.14333,1.01293,1.28023,0.63798,0.67876,0.70253,0.42192,1.35077,1.21642,1.30683,0.0080101,0.0080101,0.0080101
203,3953.26,1.12873,1.00996,1.27641,0.64317,0.69182,0.69501,0.42219,1.35931,1.23718,1.30126,0.0080002,0.0080002,0.0080002
204,3973.09,1.12314,0.97913,1.2565,0.68171,0.71122,0.69681,0.41549,1.35061,1.22173,1.29412,0.0079903,0.0079903,0.0079903
205,3992.51,1.13373,1.01886,1.29132,0.65668,0.68338,0.69593,0.41791,1.35864,1.2168,1.30668,0.0079804,0.0079804,0.0079804
206,4012.46,1.13516,0.98235,1.26918,0.69531,0.67461,0.70415,0.42382,1.35375,1.19371,1.29385,0.0079705,0.0079705,0.0079705
207,4032.47,1.11401,0.98556,1.26233,0.62934,0.71195,0.6879,0.41541,1.34438,1.21065,1.28958,0.0079606,0.0079606,0.0079606
208,4052.21,1.13717,1.00612,1.28106,0.64426,0.66406,0.66193,0.41573,1.36521,1.23369,1.30121,0.0079507,0.0079507,0.0079507
209,4072.04,1.1184,0.97845,1.27139,0.64741,0.68831,0.67261,0.42347,1.36277,1.2606,1.30723,0.0079408,0.0079408,0.0079408
210,4091.93,1.11133,0.96381,1.26272,0.62931,0.71533,0.67726,0.42978,1.36054,1.2611,1.29989,0.0079309,0.0079309,0.0079309
211,4111.48,1.12775,0.96515,1.26262,0.62876,0.70803,0.68428,0.42568,1.36446,1.2526,1.30517,0.007921,0.007921,0.007921
212,4130.68,1.10749,0.9583,1.25499,0.66083,0.67873,0.68678,0.41567,1.37531,1.2499,1.30884,0.0079111,0.0079111,0.0079111
213,4149.84,1.10095,0.95006,1.24907,0.68773,0.66061,0.68312,0.41395,1.39557,1.23991,1.32781,0.0079012,0.0079012,0.0079012
214,4169.54,1.10734,0.96829,1.25818,0.69456,0.68824,0.6765,0.40317,1.40891,1.24136,1.33608,0.0078913,0.0078913,0.0078913
215,4188.82,1.10998,0.9876,1.26103,0.65677,0.69628,0.67804,0.40368,1.38676,1.25454,1.32061,0.0078814,0.0078814,0.0078814
216,4208.24,1.11851,0.98068,1.26293,0.68242,0.6777,0.67387,0.40458,1.38508,1.25595,1.31603,0.0078715,0.0078715,0.0078715
217,4228.09,1.10506,0.96217,1.25115,0.67218,0.66506,0.66276,0.40725,1.36929,1.22179,1.30147,0.0078616,0.0078616,0.0078616
218,4247.78,1.10139,0.9471,1.25539,0.68325,0.67434,0.67352,0.41278,1.36583,1.2203,1.29826,0.0078517,0.0078517,0.0078517
219,4267.48,1.10534,0.98089,1.25674,0.66355,0.67815,0.66963,0.41301,1.36347,1.23849,1.29684,0.0078418,0.0078418,0.0078418
220,4287.15,1.12947,0.99183,1.26239,0.63994,0.67068,0.67252,0.41698,1.36485,1.24572,1.2966,0.0078319,0.0078319,0.0078319
221,4306.73,1.10083,0.95308,1.25144,0.61657,0.69461,0.67702,0.41954,1.34385,1.25406,1.2881,0.007822,0.007822,0.007822
222,4326.22,1.11436,0.97826,1.26338,0.65326,0.64738,0.68036,0.42071,1.35054,1.2541,1.29229,0.0078121,0.0078121,0.0078121
223,4345.45,1.10301,0.95684,1.25595,0.59469,0.69453,0.66246,0.41501,1.34595,1.25945,1.28097,0.0078022,0.0078022,0.0078022
224,4365.02,1.11849,0.96994,1.25201,0.59896,0.70087,0.66696,0.41559,1.34595,1.27585,1.28576,0.0077923,0.0077923,0.0077923
225,4384.64,1.0998,0.94511,1.25218,0.61066,0.68124,0.66648,0.41316,1.35182,1.27085,1.2955,0.0077824,0.0077824,0.0077824
226,4404.74,1.09528,0.93242,1.25859,0.61158,0.69029,0.67375,0.41532,1.35173,1.2865,1.3006,0.0077725,0.0077725,0.0077725
227,4424.78,1.11714,1.00196,1.27335,0.63652,0.68116,0.67294,0.41687,1.35304,1.28419,1.30526,0.0077626,0.0077626,0.0077626
228,4444.46,1.08745,0.9404,1.24814,0.65825,0.65135,0.66654,0.41798,1.34584,1.26374,1.29968,0.0077527,0.0077527,0.0077527
229,4463.74,1.09365,0.96226,1.25676,0.64382,0.6488,0.6732,0.42348,1.3398,1.24296,1.28701,0.0077428,0.0077428,0.0077428
230,4483.09,1.10566,0.96459,1.25907,0.67758,0.66489,0.68098,0.43316,1.33664,1.23948,1.28197,0.0077329,0.0077329,0.0077329
231,4502.65,1.11589,0.97626,1.26586,0.68589,0.64635,0.6846,0.4273,1.34208,1.24633,1.28944,0.007723,0.007723,0.007723
232,4521.97,1.08799,0.95066,1.25028,0.65889,0.66333,0.67813,0.42195,1.34373,1.24432,1.2874,0.0077131,0.0077131,0.0077131
233,4541.65,1.09442,0.91978,1.23995,0.67559,0.66204,0.67516,0.42197,1.3554,1.24496,1.29818,0.0077032,0.0077032,0.0077032
234,4560.97,1.09949,0.93536,1.25131,0.68524,0.68834,0.68362,0.41896,1.35566,1.25294,1.30252,0.0076933,0.0076933,0.0076933
235,4580.42,1.08867,0.94649,1.25497,0.66341,0.68312,0.68221,0.42051,1.35983,1.25925,1.30825,0.0076834,0.0076834,0.0076834
236,4599.85,1.09113,0.92,1.24698,0.6698,0.66935,0.67975,0.42628,1.35567,1.2659,1.30668,0.0076735,0.0076735,0.0076735
237,4619.11,1.10097,0.93994,1.25462,0.68268,0.67476,0.67117,0.4242,1.35048,1.25975,1.30984,0.0076636,0.0076636,0.0076636
238,4638.81,1.07943,0.94421,1.24243,0.69206,0.64376,0.67732,0.42063,1.35641,1.24689,1.31159,0.0076537,0.0076537,0.0076537
239,4658.82,1.08552,0.9195,1.24657,0.68252,0.65379,0.67822,0.41688,1.36036,1.25778,1.31496,0.0076438,0.0076438,0.0076438
240,4678.32,1.09197,0.91834,1.24773,0.71689,0.61427,0.67463,0.4157,1.36808,1.26098,1.32059,0.0076339,0.0076339,0.0076339
241,4698.06,1.07337,0.92811,1.22615,0.67812,0.67134,0.67578,0.41799,1.35698,1.26411,1.3183,0.007624,0.007624,0.007624
242,4717.42,1.07971,0.91944,1.23386,0.67563,0.6635,0.67592,0.41609,1.36054,1.25361,1.31499,0.0076141,0.0076141,0.0076141
243,4737.25,1.07224,0.93734,1.24015,0.67545,0.67344,0.68551,0.42061,1.35327,1.23878,1.30525,0.0076042,0.0076042,0.0076042
244,4756.88,1.08306,0.92755,1.24915,0.6896,0.66597,0.67862,0.42111,1.34866,1.23379,1.30426,0.0075943,0.0075943,0.0075943
245,4776.92,1.05923,0.91956,1.22807,0.70136,0.67055,0.68041,0.41885,1.34726,1.22354,1.30404,0.0075844,0.0075844,0.0075844
246,4796.43,1.06864,0.90556,1.22978,0.68132,0.6798,0.67656,0.41962,1.34313,1.22177,1.3026,0.0075745,0.0075745,0.0075745
247,4815.78,1.0691,0.91971,1.23086,0.70219,0.66882,0.68056,0.41654,1.35281,1.24125,1.30428,0.0075646,0.0075646,0.0075646
248,4835.86,1.10282,0.94581,1.25248,0.69047,0.67629,0.68604,0.42343,1.34818,1.23931,1.30251,0.0075547,0.0075547,0.0075547
249,4855.19,1.1101,0.9379,1.24366,0.69911,0.68089,0.68801,0.42101,1.35026,1.2239,1.30145,0.0075448,0.0075448,0.0075448
250,4875.12,1.08064,0.93595,1.23328,0.69039,0.68617,0.68644,0.42191,1.34956,1.21932,1.29186,0.0075349,0.0075349,0.0075349
251,4894.65,1.08653,0.93929,1.24398,0.68894,0.67515,0.68966,0.42853,1.34749,1.22669,1.29277,0.007525,0.007525,0.007525
252,4914.35,1.05838,0.90996,1.22719,0.6894,0.68049,0.68887,0.43373,1.35052,1.22174,1.29978,0.0075151,0.0075151,0.0075151
253,4933.87,1.07538,0.92527,1.23566,0.69925,0.68005,0.6911,0.42869,1.34745,1.21786,1.29317,0.0075052,0.0075052,0.0075052
254,4953.62,1.07628,0.93338,1.22804,0.67851,0.66977,0.68503,0.42658,1.34597,1.21624,1.28789,0.0074953,0.0074953,0.0074953
255,4973.03,1.07084,0.91461,1.22741,0.66123,0.66535,0.67489,0.42384,1.33784,1.21241,1.28846,0.0074854,0.0074854,0.0074854
256,4992.43,1.07329,0.91886,1.23833,0.67913,0.68143,0.68605,0.42973,1.33652,1.20467,1.28881,0.0074755,0.0074755,0.0074755
257,5012.05,1.07272,0.9168,1.22974,0.68338,0.68012,0.68524,0.42599,1.34212,1.20094,1.28931,0.0074656,0.0074656,0.0074656
258,5031.77,1.08364,0.93538,1.23629,0.69907,0.68904,0.69257,0.42309,1.33068,1.19135,1.28381,0.0074557,0.0074557,0.0074557
259,5051.8,1.07059,0.91498,1.22865,0.69504,0.68543,0.68409,0.42109,1.31948,1.20635,1.27494,0.0074458,0.0074458,0.0074458
260,5071.67,1.05526,0.91568,1.2196,0.67636,0.69584,0.67715,0.4163,1.31368,1.20417,1.26857,0.0074359,0.0074359,0.0074359
261,5091.65,1.05955,0.91076,1.2126,0.68585,0.67659,0.68133,0.42009,1.31138,1.20481,1.26392,0.007426,0.007426,0.007426
262,5111.48,1.06027,0.90977,1.22819,0.69464,0.67044,0.68484,0.42182,1.31062,1.21178,1.26941,0.0074161,0.0074161,0.0074161
263,5131.55,1.07258,0.91719,1.23586,0.68348,0.67646,0.67883,0.42098,1.31538,1.20991,1.27078,0.0074062,0.0074062,0.0074062
264,5151.3,1.04394,0.87372,1.21199,0.68891,0.67407,0.67541,0.42481,1.31526,1.2102,1.26934,0.0073963,0.0073963,0.0073963
265,5171.17,1.07645,0.93925,1.23093,0.69013,0.67488,0.68064,0.42548,1.3151,1.21667,1.26873,0.0073864,0.0073864,0.0073864
266,5191,1.04176,0.88219,1.20849,0.69178,0.66715,0.68093,0.42095,1.31781,1.22263,1.27139,0.0073765,0.0073765,0.0073765
267,5210.94,1.0653,0.90875,1.21993,0.69553,0.6613,0.68432,0.41922,1.31717,1.22258,1.27006,0.0073666,0.0073666,0.0073666
268,5230.55,1.0643,0.89626,1.22881,0.69049,0.66832,0.68139,0.41482,1.31286,1.22072,1.27161,0.0073567,0.0073567,0.0073567
269,5250.45,1.05849,0.90969,1.21934,0.6854,0.67946,0.68665,0.41712,1.31659,1.2247,1.27649,0.0073468,0.0073468,0.0073468
270,5270.07,1.06114,0.90702,1.23226,0.64559,0.71642,0.68597,0.41931,1.31475,1.21972,1.27225,0.0073369,0.0073369,0.0073369
271,5289.46,1.04626,0.87399,1.20722,0.6502,0.72062,0.68596,0.41986,1.31813,1.21172,1.27224,0.007327,0.007327,0.007327
272,5309.06,1.04108,0.87444,1.20602,0.64556,0.72238,0.68915,0.42291,1.31917,1.21394,1.27196,0.0073171,0.0073171,0.0073171
273,5328.97,1.04664,0.87494,1.21582,0.65331,0.68429,0.68229,0.4188,1.32165,1.22335,1.27175,0.0073072,0.0073072,0.0073072
274,5348.84,1.0597,0.90758,1.22321,0.64396,0.70907,0.68919,0.42323,1.32694,1.22321,1.27613,0.0072973,0.0072973,0.0072973
275,5368.15,1.02742,0.86191,1.20738,0.64844,0.7063,0.68543,0.42303,1.33169,1.22567,1.2733,0.0072874,0.0072874,0.0072874
276,5387.77,1.04584,0.90222,1.21257,0.64988,0.70641,0.67951,0.42426,1.3404,1.22235,1.27345,0.0072775,0.0072775,0.0072775
277,5407.55,1.03617,0.87848,1.21321,0.64799,0.71076,0.68933,0.42536,1.33843,1.22955,1.27505,0.0072676,0.0072676,0.0072676
278,5427.41,1.05568,0.88555,1.22236,0.64828,0.71533,0.69582,0.43061,1.34003,1.23016,1.27566,0.0072577,0.0072577,0.0072577
279,5446.9,1.04157,0.88847,1.21231,0.65725,0.71376,0.70027,0.43669,1.33826,1.22927,1.27367,0.0072478,0.0072478,0.0072478
280,5466.73,1.05903,0.89702,1.22484,0.66584,0.71376,0.70135,0.4334,1.33195,1.23232,1.27651,0.0072379,0.0072379,0.0072379
281,5486.07,1.05248,0.89311,1.21794,0.66587,0.71876,0.70656,0.43455,1.3282,1.23726,1.27793,0.007228,0.007228,0.007228
282,5505.59,1.05186,0.88481,1.21499,0.67512,0.72867,0.7068,0.43532,1.32631,1.23753,1.27901,0.0072181,0.0072181,0.0072181
283,5524.74,1.03753,0.89829,1.20692,0.6673,0.71992,0.6996,0.43216,1.31823,1.23625,1.27812,0.0072082,0.0072082,0.0072082
284,5544.22,1.06243,0.91441,1.21849,0.6662,0.71594,0.69861,0.43441,1.31805,1.23828,1.27976,0.0071983,0.0071983,0.0071983
285,5563.77,1.03905,0.88423,1.20005,0.65871,0.71123,0.69739,0.43806,1.31436,1.23655,1.2815,0.0071884,0.0071884,0.0071884
286,5583.66,1.02988,0.86577,1.21074,0.65642,0.70931,0.69393,0.43897,1.31965,1.24074,1.28462,0.0071785,0.0071785,0.0071785
287,5603.11,1.04884,0.8818,1.21816,0.65481,0.7089,0.6918,0.43933,1.31893,1.23797,1.2818,0.0071686,0.0071686,0.0071686
288,5622.41,1.05171,0.90037,1.21609,0.64901,0.70696,0.69428,0.44043,1.32176,1.23675,1.28365,0.0071587,0.0071587,0.0071587
289,5642.04,1.03378,0.85761,1.1954,0.65945,0.71449,0.69634,0.43772,1.3239,1.23884,1.28553,0.0071488,0.0071488,0.0071488
290,5661.43,1.0249,0.86062,1.19308,0.6794,0.70911,0.70539,0.44177,1.32208,1.24273,1.28641,0.0071389,0.0071389,0.0071389
291,5681.09,1.02199,0.85526,1.19846,0.68834,0.69839,0.70631,0.44304,1.32307,1.24701,1.28701,0.007129,0.007129,0.007129
292,5700.83,1.01467,0.86574,1.1971,0.68253,0.70623,0.70425,0.44199,1.32161,1.23868,1.28618,0.0071191,0.0071191,0.0071191
293,5720.57,1.02685,0.8738,1.19471,0.67037,0.69642,0.69771,0.44214,1.3214,1.24518,1.2881,0.0071092,0.0071092,0.0071092
294,5740.04,1.01939,0.86493,1.19647,0.67445,0.68505,0.6982,0.44405,1.32012,1.2448,1.28857,0.0070993,0.0070993,0.0070993
295,5759.76,1.02676,0.87136,1.20032,0.66514,0.68395,0.6985,0.44341,1.31649,1.24378,1.2872,0.0070894,0.0070894,0.0070894
296,5779.54,1.05219,0.89082,1.21921,0.66825,0.70332,0.69817,0.44384,1.31962,1.24256,1.28624,0.0070795,0.0070795,0.0070795
297,5799.17,1.02324,0.85775,1.20011,0.66351,0.70266,0.6897,0.44253,1.32546,1.24756,1.28832,0.0070696,0.0070696,0.0070696
298,5819.1,1.03776,0.88367,1.20984,0.66393,0.69859,0.68506,0.43962,1.32826,1.24819,1.289,0.0070597,0.0070597,0.0070597
299,5838.88,1.029,0.87851,1.19303,0.65888,0.69665,0.68217,0.43733,1.33054,1.25688,1.28968,0.0070498,0.0070498,0.0070498
300,5859.47,1.00995,0.88825,1.19768,0.66742,0.69649,0.6827,0.43776,1.33016,1.25248,1.28795,0.0070399,0.0070399,0.0070399
301,5879.74,1.04452,0.87794,1.20525,0.65968,0.70374,0.68351,0.43664,1.32536,1.24973,1.28658,0.00703,0.00703,0.00703
302,5899.11,1.02865,0.85906,1.19888,0.65459,0.68779,0.68265,0.43558,1.32853,1.25072,1.28657,0.0070201,0.0070201,0.0070201
303,5919.24,1.01278,0.8467,1.18646,0.65935,0.68062,0.6836,0.43503,1.33179,1.2549,1.28727,0.0070102,0.0070102,0.0070102
304,5939.47,1.00379,0.85003,1.17728,0.66018,0.67779,0.68285,0.43524,1.32961,1.26021,1.2854,0.0070003,0.0070003,0.0070003
305,5958.96,1.02631,0.84397,1.19854,0.63265,0.69928,0.68566,0.43572,1.32712,1.25751,1.28104,0.0069904,0.0069904,0.0069904
306,5978.61,1.01394,0.82318,1.19303,0.65184,0.69279,0.68778,0.43616,1.32726,1.26272,1.2841,0.0069805,0.0069805,0.0069805
307,5998.24,1.02102,0.85344,1.19725,0.64289,0.69906,0.68656,0.43616,1.32428,1.25613,1.28274,0.0069706,0.0069706,0.0069706
308,6022.74,1.02132,0.84177,1.1932,0.66317,0.68032,0.68876,0.43684,1.32108,1.25746,1.28231,0.0069607,0.0069607,0.0069607
309,6042.31,1.02682,0.87437,1.20019,0.65859,0.67966,0.68858,0.43523,1.31778,1.25119,1.27978,0.0069508,0.0069508,0.0069508
310,6061.79,1.0142,0.8442,1.19244,0.70524,0.647,0.68701,0.43728,1.31489,1.24597,1.27949,0.0069409,0.0069409,0.0069409
311,6081.57,1.01511,0.85511,1.1945,0.63951,0.70478,0.68592,0.43738,1.31166,1.24151,1.2792,0.006931,0.006931,0.006931
312,6101.07,1.00449,0.84793,1.19036,0.6368,0.70535,0.68425,0.43555,1.3092,1.23821,1.27919,0.0069211,0.0069211,0.0069211
313,6120.38,1.02293,0.85858,1.20259,0.63617,0.70298,0.68498,0.43394,1.30715,1.23862,1.27929,0.0069112,0.0069112,0.0069112
314,6139.78,1.00939,0.8336,1.19498,0.65723,0.66272,0.68398,0.43276,1.30783,1.24307,1.28046,0.0069013,0.0069013,0.0069013
315,6159.34,1.0132,0.84323,1.18873,0.66158,0.66459,0.68134,0.43485,1.30537,1.2446,1.27895,0.0068914,0.0068914,0.0068914
316,6178.99,1.01497,0.83632,1.20459,0.65761,0.66975,0.68414,0.43499,1.30603,1.24258,1.27932,0.0068815,0.0068815,0.0068815
317,6198.45,1.00961,0.83535,1.19095,0.65122,0.66475,0.68254,0.43311,1.30546,1.2437,1.27824,0.0068716,0.0068716,0.0068716
318,6218.03,0.98269,0.80992,1.17368,0.65195,0.65988,0.67735,0.4346,1.3022,1.24117,1.27601,0.0068617,0.0068617,0.0068617
319,6237.47,1.00171,0.80912,1.17999,0.64693,0.66086,0.6787,0.43211,1.30284,1.24186,1.27566,0.0068518,0.0068518,0.0068518
320,6256.77,0.99577,0.82386,1.19351,0.6548,0.67019,0.67609,0.43283,1.30056,1.2441,1.2749,0.0068419,0.0068419,0.0068419
321,6276.12,0.9885,0.81715,1.18006,0.65173,0.67194,0.67809,0.43264,1.30147,1.24415,1.27542,0.006832,0.006832,0.006832
322,6295.9,0.994,0.8192,1.18599,0.65274,0.67189,0.67818,0.43414,1.30135,1.24144,1.27701,0.0068221,0.0068221,0.0068221
323,6315.46,0.98741,0.8272,1.1716,0.65684,0.69044,0.67975,0.43585,1.299,1.23457,1.27554,0.0068122,0.0068122,0.0068122
324,6334.53,1.00684,0.82601,1.19373,0.65372,0.67802,0.67925,0.43595,1.29971,1.23535,1.27739,0.0068023,0.0068023,0.0068023
325,6353.67,0.98949,0.82332,1.18128,0.6551,0.70402,0.68236,0.43474,1.29908,1.23546,1.27536,0.0067924,0.0067924,0.0067924
326,6373.81,0.99838,0.80775,1.17751,0.63236,0.69759,0.67939,0.43494,1.29841,1.23623,1.27654,0.0067825,0.0067825,0.0067825
327,6392.9,0.99348,0.83704,1.18031,0.66625,0.7,0.69268,0.43794,1.29972,1.23213,1.27765,0.0067726,0.0067726,0.0067726
328,6412.47,0.99786,0.84793,1.18716,0.65172,0.70649,0.68434,0.43744,1.29856,1.22832,1.27547,0.0067627,0.0067627,0.0067627
329,6432.19,1.00426,0.81239,1.17949,0.66361,0.71244,0.69197,0.43719,1.29629,1.22428,1.27289,0.0067528,0.0067528,0.0067528
330,6451.75,1.00326,0.83796,1.19211,0.66335,0.71518,0.69332,0.43831,1.29602,1.21856,1.27315,0.0067429,0.0067429,0.0067429
331,6470.84,1.00922,0.82867,1.18714,0.66331,0.71635,0.692,0.43827,1.29432,1.21599,1.27296,0.006733,0.006733,0.006733
332,6490.45,1.01217,0.85137,1.18627,0.66474,0.71731,0.69274,0.43876,1.293,1.21429,1.27294,0.0067231,0.0067231,0.0067231
333,6509.75,1.00497,0.85403,1.18269,0.66578,0.71683,0.69101,0.43837,1.29454,1.21308,1.27482,0.0067132,0.0067132,0.0067132
334,6529.15,1.00009,0.83971,1.18443,0.66029,0.71524,0.69276,0.43708,1.29341,1.21229,1.27512,0.0067033,0.0067033,0.0067033
335,6548.41,0.98284,0.81259,1.17639,0.65963,0.71474,0.69183,0.43617,1.29275,1.21378,1.27487,0.0066934,0.0066934,0.0066934
336,6568.04,0.98779,0.8113,1.18371,0.6616,0.71298,0.69077,0.43572,1.29455,1.2144,1.27584,0.0066835,0.0066835,0.0066835
337,6587.43,1.00866,0.8281,1.19156,0.67093,0.70174,0.69177,0.43607,1.29524,1.2148,1.27698,0.0066736,0.0066736,0.0066736
338,6606.95,0.98455,0.80656,1.17964,0.67274,0.70115,0.69169,0.43587,1.29815,1.21112,1.27671,0.0066637,0.0066637,0.0066637
339,6626.52,1.00166,0.81729,1.17603,0.6686,0.6984,0.68928,0.43521,1.29822,1.21396,1.27795,0.0066538,0.0066538,0.0066538
340,6646.38,0.97854,0.83569,1.1734,0.67057,0.70042,0.6891,0.43574,1.29868,1.21266,1.27845,0.0066439,0.0066439,0.0066439
341,6666.02,0.98454,0.82097,1.17499,0.67594,0.69935,0.69146,0.43528,1.30038,1.2164,1.27882,0.006634,0.006634,0.006634
342,6685.28,0.99044,0.82297,1.18003,0.67998,0.69287,0.69184,0.43544,1.30152,1.21135,1.27886,0.0066241,0.0066241,0.0066241
343,6704.96,0.96782,0.80406,1.16354,0.67728,0.70008,0.69235,0.43751,1.30655,1.2188,1.2828,0.0066142,0.0066142,0.0066142
344,6724.24,0.98383,0.80463,1.16967,0.67577,0.70038,0.69282,0.43774,1.3054,1.21739,1.28274,0.0066043,0.0066043,0.0066043
345,6744.14,0.97939,0.81444,1.17577,0.67708,0.69446,0.69267,0.43834,1.30801,1.21856,1.2816,0.0065944,0.0065944,0.0065944
346,6763.53,0.97179,0.80789,1.16005,0.67416,0.69636,0.69221,0.43892,1.3068,1.2178,1.28062,0.0065845,0.0065845,0.0065845
347,6782.77,0.98996,0.80989,1.17806,0.66435,0.68995,0.69281,0.43797,1.31003,1.22199,1.28115,0.0065746,0.0065746,0.0065746
348,6802.45,0.99075,0.8283,1.17751,0.6861,0.68951,0.7004,0.43944,1.30998,1.2223,1.28092,0.0065647,0.0065647,0.0065647
349,6822.08,0.98682,0.79721,1.17294,0.66511,0.69517,0.69762,0.43732,1.313,1.22442,1.28247,0.0065548,0.0065548,0.0065548
350,6841.68,0.98559,0.80299,1.17252,0.68748,0.68899,0.70015,0.43743,1.31526,1.2245,1.28306,0.0065449,0.0065449,0.0065449
351,6861.46,0.98149,0.79915,1.17044,0.68689,0.68813,0.70052,0.43663,1.31789,1.22245,1.28459,0.006535,0.006535,0.006535
352,6880.99,0.96673,0.80518,1.17227,0.68621,0.68736,0.69852,0.43643,1.31938,1.22211,1.28427,0.0065251,0.0065251,0.0065251
353,6900.57,0.97231,0.80878,1.16693,0.68386,0.68701,0.69911,0.43744,1.31846,1.22242,1.28516,0.0065152,0.0065152,0.0065152
354,6920.47,0.98196,0.82517,1.16733,0.67942,0.68626,0.69869,0.43749,1.31699,1.22169,1.28577,0.0065053,0.0065053,0.0065053
355,6940,1.00529,0.83218,1.17707,0.67905,0.68985,0.69896,0.43749,1.31649,1.22233,1.28576,0.0064954,0.0064954,0.0064954
356,6959.15,0.96432,0.79263,1.15809,0.67668,0.68653,0.69927,0.43808,1.31733,1.22047,1.28659,0.0064855,0.0064855,0.0064855
357,6978.4,0.96342,0.80708,1.15602,0.6792,0.68873,0.69936,0.43908,1.31703,1.22008,1.28596,0.0064756,0.0064756,0.0064756
358,6998.04,0.9853,0.81017,1.1646,0.68025,0.68789,0.69972,0.44039,1.31753,1.2224,1.28651,0.0064657,0.0064657,0.0064657
359,7017.11,0.97059,0.80857,1.17885,0.68042,0.68747,0.70097,0.44005,1.31764,1.22206,1.28686,0.0064558,0.0064558,0.0064558
360,7036.85,0.98429,0.8031,1.1682,0.68345,0.68143,0.70141,0.4408,1.31925,1.22051,1.28728,0.0064459,0.0064459,0.0064459
361,7056.27,0.97624,0.78362,1.15895,0.68143,0.68142,0.7017,0.44013,1.31949,1.21971,1.28861,0.006436,0.006436,0.006436
362,7075.83,0.96673,0.79482,1.17272,0.68039,0.68142,0.70274,0.43993,1.31762,1.21876,1.28894,0.0064261,0.0064261,0.0064261
363,7094.96,0.97927,0.81025,1.1687,0.68318,0.6968,0.70116,0.44146,1.31751,1.21718,1.28798,0.0064162,0.0064162,0.0064162
364,7114.54,0.97286,0.8081,1.16886,0.67929,0.68313,0.70103,0.44219,1.31845,1.21539,1.28891,0.0064063,0.0064063,0.0064063
365,7133.88,0.97561,0.79518,1.15586,0.67992,0.68238,0.70136,0.44211,1.32065,1.21863,1.29024,0.0063964,0.0063964,0.0063964
