epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
366,7153.51,0.96502,0.78749,1.15469,0.67997,0.68608,0.70154,0.44256,1.31992,1.21768,1.29029,0.0063865,0.0063865,0.0063865
367,7172.88,0.98781,0.82935,1.17639,0.65304,0.71417,0.69864,0.44063,1.31953,1.21806,1.29077,0.0063766,0.0063766,0.0063766
368,7192.22,0.97112,0.78146,1.17036,0.65477,0.71246,0.69823,0.43924,1.31892,1.22171,1.2915,0.0063667,0.0063667,0.0063667
369,7211.94,0.96395,0.78377,1.16254,0.65904,0.69151,0.69763,0.43766,1.31621,1.21976,1.29141,0.0063568,0.0063568,0.0063568
370,7231.18,0.96657,0.79669,1.16076,0.67334,0.67665,0.6979,0.43804,1.31723,1.22168,1.29265,0.0063469,0.0063469,0.0063469
371,7250.22,0.97262,0.81406,1.17439,0.68982,0.68142,0.70295,0.43896,1.31623,1.22346,1.2932,0.006337,0.006337,0.006337
372,7269.92,0.99041,0.81667,1.18194,0.68046,0.67272,0.69454,0.43996,1.31629,1.22393,1.29295,0.0063271,0.0063271,0.0063271
373,7289.44,0.97962,0.81605,1.16179,0.68055,0.67272,0.69521,0.44071,1.31664,1.22409,1.29373,0.0063172,0.0063172,0.0063172
374,7308.75,0.95558,0.76923,1.1545,0.68038,0.67272,0.69538,0.44026,1.31449,1.21983,1.29159,0.0063073,0.0063073,0.0063073
375,7328.03,0.95903,0.78545,1.15344,0.68124,0.67272,0.69415,0.44002,1.31333,1.21924,1.29149,0.0062974,0.0062974,0.0062974
376,7347.38,0.95585,0.79376,1.16248,0.69031,0.68142,0.70454,0.4446,1.31354,1.22116,1.29175,0.0062875,0.0062875,0.0062875
377,7366.47,0.96339,0.78786,1.15754,0.68727,0.68142,0.70537,0.44172,1.31419,1.21936,1.29209,0.0062776,0.0062776,0.0062776
378,7386.28,0.98263,0.78862,1.16138,0.68282,0.67272,0.69492,0.44284,1.31582,1.22578,1.2939,0.0062677,0.0062677,0.0062677
379,7405.67,0.95098,0.77041,1.13843,0.68832,0.67169,0.69737,0.44354,1.3138,1.22126,1.29287,0.0062578,0.0062578,0.0062578
380,7425.01,0.96827,0.79889,1.15512,0.69231,0.68142,0.70782,0.44286,1.31316,1.21564,1.29083,0.0062479,0.0062479,0.0062479
381,7444.56,0.97245,0.79506,1.16482,0.69155,0.68142,0.70771,0.44247,1.31169,1.21525,1.28935,0.006238,0.006238,0.006238
382,7463.89,0.95591,0.79302,1.16042,0.69975,0.68066,0.70711,0.44286,1.31076,1.21413,1.2878,0.0062281,0.0062281,0.0062281
383,7483.4,0.95353,0.76647,1.15759,0.68856,0.68771,0.70594,0.4429,1.30885,1.2096,1.28704,0.0062182,0.0062182,0.0062182
384,7502.64,0.95712,0.78606,1.17004,0.68874,0.68728,0.70697,0.44533,1.30906,1.21001,1.28802,0.0062083,0.0062083,0.0062083
385,7521.94,0.95955,0.79908,1.16325,0.6916,0.68142,0.70753,0.44554,1.30699,1.20664,1.28496,0.0061984,0.0061984,0.0061984
386,7541.13,0.94909,0.7786,1.15472,0.69482,0.68467,0.70731,0.44667,1.3075,1.21124,1.28601,0.0061885,0.0061885,0.0061885
387,7560.22,0.97001,0.80121,1.16246,0.69472,0.6848,0.70787,0.44492,1.30635,1.2126,1.28372,0.0061786,0.0061786,0.0061786
388,7579.64,0.93728,0.76274,1.14611,0.70179,0.68178,0.7069,0.44618,1.30522,1.21066,1.28244,0.0061687,0.0061687,0.0061687
389,7599.18,0.95709,0.77825,1.15461,0.70208,0.68403,0.70773,0.44589,1.30566,1.21021,1.2833,0.0061588,0.0061588,0.0061588
390,7618.72,0.96428,0.76795,1.15673,0.70251,0.68697,0.70602,0.44693,1.30142,1.20976,1.27895,0.0061489,0.0061489,0.0061489
391,7637.98,0.94099,0.76469,1.14115,0.69769,0.68362,0.70677,0.44537,1.30165,1.21035,1.27869,0.006139,0.006139,0.006139
392,7657.18,0.95627,0.80687,1.15577,0.69855,0.68657,0.70487,0.4472,1.30106,1.21081,1.27698,0.0061291,0.0061291,0.0061291
393,7676.44,0.94063,0.76778,1.14698,0.69829,0.68732,0.70574,0.44713,1.30194,1.21114,1.27821,0.0061192,0.0061192,0.0061192
394,7695.78,0.961,0.76936,1.15959,0.69503,0.6855,0.70141,0.44401,1.30301,1.21256,1.28015,0.0061093,0.0061093,0.0061093
395,7715.46,0.93112,0.76836,1.13817,0.69002,0.69995,0.70021,0.44379,1.30285,1.21241,1.27942,0.0060994,0.0060994,0.0060994
396,7735.15,0.94228,0.76679,1.14917,0.6869,0.67911,0.69986,0.44531,1.30227,1.21421,1.2798,0.0060895,0.0060895,0.0060895
397,7754.69,0.96183,0.79334,1.15654,0.6931,0.70383,0.70158,0.4427,1.30208,1.21348,1.2786,0.0060796,0.0060796,0.0060796
398,7774.16,0.92378,0.75762,1.14473,0.70043,0.6815,0.70512,0.44404,1.30187,1.21431,1.27898,0.0060697,0.0060697,0.0060697
399,7793.46,0.94576,0.75254,1.13992,0.69955,0.68247,0.70456,0.44439,1.30389,1.21667,1.2807,0.0060598,0.0060598,0.0060598
400,7812.77,0.93557,0.76905,1.14483,0.70042,0.68793,0.70451,0.44144,1.30355,1.21788,1.27982,0.0060499,0.0060499,0.0060499
401,7832.04,0.9474,0.78035,1.15202,0.70061,0.68883,0.7035,0.4425,1.30449,1.2175,1.28023,0.00604,0.00604,0.00604
402,7851.85,0.94325,0.78436,1.14703,0.69993,0.68883,0.70396,0.44398,1.30563,1.21683,1.28051,0.0060301,0.0060301,0.0060301
403,7871.6,0.94109,0.76107,1.15006,0.69909,0.68883,0.70381,0.4418,1.30917,1.22063,1.28364,0.0060202,0.0060202,0.0060202
404,7891.09,0.92684,0.76421,1.1467,0.69477,0.68883,0.70248,0.44001,1.30822,1.22195,1.28233,0.0060103,0.0060103,0.0060103
405,7910.76,0.93382,0.76357,1.14607,0.69537,0.6884,0.70249,0.43933,1.30856,1.22103,1.28223,0.0060004,0.0060004,0.0060004
406,7930.27,0.9326,0.75209,1.14358,0.69515,0.6879,0.70241,0.4399,1.309,1.22158,1.28256,0.0059905,0.0059905,0.0059905
407,7949.89,0.96208,0.7894,1.15593,0.70239,0.68512,0.70399,0.44065,1.30873,1.21889,1.28086,0.0059806,0.0059806,0.0059806
408,7969.36,0.96496,0.77975,1.15349,0.70638,0.68193,0.70199,0.43879,1.31122,1.21897,1.2838,0.0059707,0.0059707,0.0059707
409,7988.79,0.94172,0.77884,1.14903,0.69577,0.68471,0.70051,0.43888,1.31309,1.22152,1.28573,0.0059608,0.0059608,0.0059608
410,8008.43,0.9291,0.75306,1.14538,0.69977,0.68246,0.69956,0.43841,1.31203,1.22007,1.28459,0.0059509,0.0059509,0.0059509
411,8028.16,0.94563,0.76767,1.16323,0.69983,0.68142,0.69936,0.44065,1.31311,1.2208,1.28511,0.005941,0.005941,0.005941
412,8047.87,0.93141,0.76586,1.14292,0.70111,0.68142,0.7014,0.44224,1.31294,1.22333,1.28427,0.0059311,0.0059311,0.0059311
413,8067.43,0.93122,0.757,1.13938,0.70333,0.68142,0.70133,0.43819,1.31352,1.22462,1.2842,0.0059212,0.0059212,0.0059212
414,8086.84,0.93937,0.74245,1.14937,0.69898,0.68142,0.70042,0.43852,1.31441,1.22583,1.28432,0.0059113,0.0059113,0.0059113
415,8106.23,0.95094,0.76659,1.14094,0.69765,0.68142,0.70122,0.4381,1.31358,1.22471,1.28432,0.0059014,0.0059014,0.0059014
416,8125.83,0.93393,0.75586,1.13098,0.69855,0.68142,0.70084,0.43773,1.3152,1.22651,1.28472,0.0058915,0.0058915,0.0058915
417,8144.97,0.93999,0.76825,1.14412,0.70308,0.68674,0.70032,0.4381,1.31415,1.22808,1.28507,0.0058816,0.0058816,0.0058816
418,8164.77,0.93695,0.7646,1.15287,0.70245,0.68718,0.70168,0.43948,1.31311,1.22906,1.28407,0.0058717,0.0058717,0.0058717
419,8183.91,0.93106,0.73724,1.14018,0.70309,0.68675,0.70354,0.4413,1.31349,1.22811,1.28464,0.0058618,0.0058618,0.0058618
420,8203.56,0.91563,0.73109,1.12463,0.70252,0.68689,0.7024,0.44161,1.3145,1.22958,1.28468,0.0058519,0.0058519,0.0058519
421,8223.4,0.92763,0.7542,1.1386,0.7024,0.68695,0.70257,0.44039,1.31252,1.22894,1.28373,0.005842,0.005842,0.005842
422,8243.34,0.93206,0.7483,1.1403,0.69746,0.68736,0.70127,0.44064,1.3131,1.23113,1.28393,0.0058321,0.0058321,0.0058321
423,8262.8,0.91422,0.7609,1.13885,0.69754,0.68755,0.70121,0.44162,1.31305,1.22999,1.28402,0.0058222,0.0058222,0.0058222
424,8282.38,0.93847,0.74325,1.13311,0.70203,0.68757,0.70241,0.44182,1.3135,1.23108,1.28416,0.0058123,0.0058123,0.0058123
425,8302.32,0.91782,0.73678,1.13102,0.70118,0.68791,0.70145,0.44283,1.31388,1.23283,1.28458,0.0058024,0.0058024,0.0058024
426,8321.85,0.92875,0.73519,1.13533,0.70023,0.68848,0.70176,0.44105,1.31296,1.23303,1.28252,0.0057925,0.0057925,0.0057925
427,8341.16,0.93302,0.74035,1.13014,0.70128,0.68883,0.70242,0.4415,1.31341,1.2328,1.28297,0.0057826,0.0057826,0.0057826
428,8360.99,0.94461,0.74903,1.14565,0.69465,0.68883,0.70371,0.4428,1.31295,1.23209,1.28195,0.0057727,0.0057727,0.0057727
429,8380.78,0.92571,0.74804,1.13729,0.69663,0.68867,0.70172,0.44223,1.31289,1.23412,1.28262,0.0057628,0.0057628,0.0057628
430,8400.33,0.93698,0.75228,1.13743,0.70664,0.6876,0.7025,0.44112,1.31093,1.23539,1.27966,0.0057529,0.0057529,0.0057529
431,8420.21,0.93796,0.7755,1.14985,0.70606,0.68776,0.70244,0.44201,1.31169,1.23443,1.2803,0.005743,0.005743,0.005743
432,8439.59,0.91975,0.7443,1.13736,0.70497,0.68817,0.70245,0.44104,1.31167,1.23404,1.28025,0.0057331,0.0057331,0.0057331
433,8459.62,0.91385,0.73041,1.12566,0.70453,0.68831,0.70242,0.44281,1.31241,1.23475,1.27988,0.0057232,0.0057232,0.0057232
434,8479.49,0.93386,0.75478,1.14739,0.69892,0.68883,0.70181,0.44202,1.31202,1.23287,1.27834,0.0057133,0.0057133,0.0057133
435,8498.99,0.93609,0.74216,1.13892,0.70542,0.68858,0.7028,0.44294,1.31468,1.23252,1.27719,0.0057034,0.0057034,0.0057034
436,8518.54,0.91807,0.75006,1.13194,0.70584,0.68838,0.70269,0.44121,1.31519,1.2308,1.276,0.0056935,0.0056935,0.0056935
437,8538.21,0.94095,0.75317,1.13825,0.70582,0.68774,0.70242,0.44153,1.3134,1.23109,1.27522,0.0056836,0.0056836,0.0056836
438,8557.66,0.92374,0.76045,1.13237,0.70614,0.68824,0.70223,0.44162,1.31409,1.23041,1.27539,0.0056737,0.0056737,0.0056737
439,8577.57,0.92588,0.75543,1.1375,0.70524,0.68819,0.70214,0.44146,1.31247,1.23094,1.27462,0.0056638,0.0056638,0.0056638
440,8597.38,0.92007,0.7359,1.13496,0.70608,0.68769,0.70349,0.44106,1.31046,1.23056,1.27369,0.0056539,0.0056539,0.0056539
441,8616.93,0.92957,0.75478,1.13091,0.70576,0.68764,0.70363,0.44056,1.31084,1.2301,1.27256,0.005644,0.005644,0.005644
442,8635.9,0.92254,0.76377,1.13355,0.70606,0.6869,0.70442,0.44034,1.31009,1.22865,1.27244,0.0056341,0.0056341,0.0056341
443,8656.05,0.90249,0.71869,1.12252,0.70528,0.68736,0.70435,0.44,1.30903,1.22975,1.27177,0.0056242,0.0056242,0.0056242
444,8675.37,0.89898,0.7312,1.12155,0.70442,0.68789,0.70444,0.43938,1.30941,1.23193,1.27181,0.0056143,0.0056143,0.0056143
445,8694.51,0.9078,0.72149,1.11552,0.68933,0.68142,0.70442,0.43931,1.31006,1.23249,1.27249,0.0056044,0.0056044,0.0056044
446,8713.99,0.90327,0.72742,1.12791,0.69591,0.68142,0.70467,0.44,1.30907,1.23244,1.27074,0.0055945,0.0055945,0.0055945
447,8732.96,0.91598,0.74206,1.13415,0.68906,0.68261,0.70456,0.4409,1.30981,1.23313,1.27136,0.0055846,0.0055846,0.0055846
448,8752.38,0.90403,0.72857,1.12932,0.6888,0.68883,0.70464,0.44141,1.31041,1.23321,1.27084,0.0055747,0.0055747,0.0055747
449,8772.13,0.94544,0.7654,1.14258,0.69034,0.68883,0.70374,0.44048,1.30984,1.23224,1.27095,0.0055648,0.0055648,0.0055648
450,8791.29,0.92408,0.7431,1.13125,0.68975,0.68805,0.7034,0.43996,1.31071,1.23062,1.27063,0.0055549,0.0055549,0.0055549
451,8810.73,0.91996,0.74196,1.14539,0.69068,0.68773,0.70148,0.43872,1.31269,1.23307,1.27104,0.005545,0.005545,0.005545
452,8830.08,0.88876,0.71891,1.11832,0.68696,0.68874,0.70054,0.43774,1.31099,1.23173,1.27034,0.0055351,0.0055351,0.0055351
453,8849.5,0.92849,0.74611,1.13047,0.6883,0.69196,0.70082,0.43823,1.31128,1.23276,1.27082,0.0055252,0.0055252,0.0055252
454,8868.87,0.90338,0.7221,1.12211,0.68757,0.69892,0.69791,0.43674,1.31175,1.23288,1.27029,0.0055153,0.0055153,0.0055153
455,8888.1,0.8964,0.73334,1.12047,0.6896,0.69274,0.70308,0.43763,1.3131,1.23437,1.27145,0.0055054,0.0055054,0.0055054
456,8907.63,0.91527,0.73843,1.13173,0.68079,0.68641,0.69664,0.43816,1.31225,1.23503,1.27057,0.0054955,0.0054955,0.0054955
457,8927.31,0.91726,0.73648,1.12327,0.68144,0.68736,0.6955,0.43712,1.31255,1.23518,1.27066,0.0054856,0.0054856,0.0054856
458,8946.61,0.88728,0.72006,1.11481,0.69047,0.6955,0.70323,0.43751,1.31447,1.23557,1.27084,0.0054757,0.0054757,0.0054757
459,8965.83,0.8996,0.72472,1.13012,0.68713,0.70098,0.69887,0.43744,1.31371,1.23618,1.27085,0.0054658,0.0054658,0.0054658
460,8985.74,0.91677,0.73916,1.13246,0.68041,0.69236,0.69335,0.43657,1.3149,1.23598,1.27065,0.0054559,0.0054559,0.0054559
461,9004.89,0.88578,0.70544,1.11655,0.68935,0.70094,0.6996,0.43687,1.31415,1.23713,1.2708,0.005446,0.005446,0.005446
462,9024.79,0.88989,0.72791,1.11886,0.69076,0.6999,0.7002,0.43723,1.31495,1.23568,1.27062,0.0054361,0.0054361,0.0054361
463,9044.28,0.9071,0.73219,1.12546,0.69029,0.70101,0.70049,0.43738,1.31321,1.23648,1.26994,0.0054262,0.0054262,0.0054262
464,9063.84,0.8948,0.73319,1.10767,0.69167,0.69981,0.69977,0.43722,1.31412,1.23658,1.27087,0.0054163,0.0054163,0.0054163
465,9083.85,0.89374,0.73725,1.11348,0.6915,0.69977,0.70002,0.43601,1.31498,1.23654,1.27036,0.0054064,0.0054064,0.0054064
466,9103.19,0.88567,0.69451,1.12067,0.69066,0.69979,0.70061,0.43744,1.31626,1.23749,1.27099,0.0053965,0.0053965,0.0053965
467,9122.39,0.90639,0.72673,1.12837,0.69155,0.69957,0.7006,0.43635,1.31966,1.24132,1.27366,0.0053866,0.0053866,0.0053866
468,9142.24,0.90602,0.72173,1.12026,0.69303,0.70011,0.7021,0.43913,1.31979,1.2421,1.27357,0.0053767,0.0053767,0.0053767
469,9161.54,0.90042,0.71835,1.11881,0.69117,0.70006,0.70253,0.43875,1.31853,1.2416,1.27314,0.0053668,0.0053668,0.0053668
470,9180.96,0.91652,0.74146,1.12805,0.6911,0.70058,0.70244,0.4395,1.31798,1.2411,1.2722,0.0053569,0.0053569,0.0053569
471,9200.66,0.88686,0.70249,1.11733,0.6876,0.70037,0.70208,0.43853,1.31908,1.24255,1.27369,0.005347,0.005347,0.005347
472,9220.43,0.88728,0.70808,1.11098,0.68847,0.70016,0.70249,0.4388,1.31959,1.24379,1.27428,0.0053371,0.0053371,0.0053371
473,9239.96,0.89714,0.70696,1.1196,0.69534,0.70065,0.70323,0.43787,1.31954,1.24286,1.27409,0.0053272,0.0053272,0.0053272
474,9259.53,0.8891,0.72103,1.11814,0.69595,0.70055,0.70341,0.43874,1.31992,1.24446,1.27461,0.0053173,0.0053173,0.0053173
475,9279.55,0.90098,0.72638,1.12419,0.69602,0.70075,0.70407,0.43891,1.31951,1.24301,1.27418,0.0053074,0.0053074,0.0053074
476,9299,0.8998,0.71357,1.11989,0.69643,0.70099,0.70478,0.43954,1.31968,1.24331,1.27456,0.0052975,0.0052975,0.0052975
477,9318.76,0.89858,0.71845,1.12088,0.69509,0.70107,0.70433,0.43972,1.31996,1.24602,1.27418,0.0052876,0.0052876,0.0052876
478,9338.65,0.90203,0.71231,1.11337,0.69571,0.70114,0.70418,0.43925,1.32099,1.2472,1.27457,0.0052777,0.0052777,0.0052777
479,9358.41,0.89366,0.70954,1.12271,0.69638,0.70114,0.70406,0.43931,1.32022,1.24564,1.27463,0.0052678,0.0052678,0.0052678
480,9377.66,0.87967,0.71228,1.11605,0.69692,0.70128,0.70472,0.43977,1.31948,1.2441,1.27383,0.0052579,0.0052579,0.0052579
481,9396.94,0.90206,0.72302,1.12531,0.69663,0.70129,0.7046,0.43956,1.31867,1.24288,1.27346,0.005248,0.005248,0.005248
482,9416.17,0.9008,0.7241,1.11866,0.69793,0.70101,0.70516,0.43992,1.31979,1.24613,1.27476,0.0052381,0.0052381,0.0052381
483,9435.38,0.88423,0.69215,1.10526,0.69812,0.70121,0.70479,0.43939,1.3186,1.2433,1.2732,0.0052282,0.0052282,0.0052282
484,9454.71,0.86918,0.69404,1.10543,0.69895,0.7006,0.70554,0.43954,1.31973,1.24572,1.27467,0.0052183,0.0052183,0.0052183
485,9474.02,0.89085,0.69921,1.1177,0.69887,0.70085,0.70501,0.43935,1.31958,1.24609,1.27438,0.0052084,0.0052084,0.0052084
486,9493.45,0.8938,0.71549,1.11635,0.69545,0.69813,0.70425,0.4389,1.31856,1.24358,1.27337,0.0051985,0.0051985,0.0051985
487,9512.62,0.88005,0.70157,1.11065,0.69622,0.69812,0.7036,0.43844,1.319,1.24538,1.274,0.0051886,0.0051886,0.0051886
488,9531.9,0.89535,0.71422,1.112,0.69637,0.69795,0.70402,0.43794,1.31947,1.24601,1.27327,0.0051787,0.0051787,0.0051787
489,9551.28,0.87991,0.6954,1.10466,0.70031,0.70085,0.70431,0.43697,1.31954,1.24643,1.27312,0.0051688,0.0051688,0.0051688
490,9570.54,0.89401,0.71044,1.106,0.69615,0.69756,0.70255,0.43675,1.31903,1.24596,1.27389,0.0051589,0.0051589,0.0051589
491,9589.91,0.87251,0.69237,1.09731,0.69834,0.69775,0.70266,0.43675,1.31804,1.24545,1.2738,0.005149,0.005149,0.005149
492,9608.97,0.88703,0.70639,1.11505,0.69767,0.69842,0.70266,0.43792,1.31828,1.24669,1.27316,0.0051391,0.0051391,0.0051391
